Train data for UserID: 7796e45a-8310-48e9-9cca-5f9d4ce3f83a,,,,,,,,,
0.5591848,0.059109874,0.024872156,0.011753224,0.6607579,0.94675773,0.5392962,0.1458,0.8421162,0.32194683
0.6194837,0.05701992,0.009772264,0.008579467,0.486633,0.9058909,0.59872735,0.0814,0.8009529,0.42351118
0.6170025,0.058883984,0.010254825,0.008722083,0.49455458,0.92914116,0.6383437,0.0771,0.7697515,0.36972517
0.6402564,0.055259027,0.013594423,0.009586577,0.54239166,0.9278086,0.5965734,0.1099,0.80255854,0.37305656
0.61252004,0.055658724,0.001852317,0.004920051,0.28096566,0.7994831,0.6008277,0.0538,0.7993786,0.6006886
0.61689025,0.047877356,0.006391609,0.007438927,0.42300025,0.8959635,0.6321903,0.114,0.7748132,0.44412765
0.6248586,0.043059114,0.004877581,0.006795766,0.38691372,0.86860573,0.61549413,0.077,0.7881415,0.4955039
0.5324675,0.046834942,0.011115118,0.008958327,0.5076586,0.92730904,0.6240256,0.0855,0.7814039,0.37429658
0.49880153,0.038599156,0.006034326,0.00729753,0.41507864,0.8739151,0.60126364,0.0876,0.7990507,0.48607868
0.5880711,0.12145798,0.002780248,0.005629368,0.32114276,0.77988964,0.5412731,0.1881,0.84084684,0.625917
0.505373,0.068496846,0.004467766,0.006599042,0.3758491,0.8330465,0.56999093,0.0696,0.821651,0.55320305
0.5058088,0.07406665,7.90E-04,0.003700185,0.2116082,0.7397708,0.58162487,0.0411,0.81345713,0.6728589
0.48930675,0.054842666,0.006101795,0.007325082,0.41662276,0.85457426,0.5687902,0.0728,0.82248265,0.5193292
0.5135062,0.04821987,0.012867925,0.009410612,0.53268063,0.9015249,0.5514423,0.0929,0.834213,0.43272722
0.47970122,0.038946655,0.011989952,0.00919152,0.5205705,0.56795484,0.9046911,0.0613,0.42606807,0.82305974
0.46689758,0.026118282,0.008175967,0.008081094,0.45888782,0.6478738,0.91989106,0.0994,0.39217404,0.76174766
0.4682767,0.023541035,0.007813598,0.007959358,0.45209613,0.6186373,0.9014228,0.0825,0.43293983,0.78567666
0.47782904,0.027576564,0.005545165,0.007094948,0.4037173,0.6238586,0.882043,0.0888,0.47116894,0.78153723
0.48194075,0.03956317,0.01069983,0.008847022,0.50148755,0.5783858,0.90168273,0.075,0.43239823,0.81576335
0.48567155,0.036141388,0.010606544,0.008819972,0.4999871,0.60868955,0.91670525,0.095,0.39956412,0.7934085
0.48871422,0.019967528,0.004940155,0.006824837,0.38854775,0.6340058,0.8808982,0.1003,0.47330576,0.7733283
0.4918338,0.039173763,0.008219328,0.008100935,0.45999423,0.6016329,0.89556223,0.0961,0.44493628,0.79877275
0.4955908,0.02829672,0.007269559,0.007769138,0.44147274,0.63139683,0.90376776,0.0866,0.42802322,0.7754599
0.5347159,0.071513966,0.00989421,0.008618789,0.4888179,0.9018771,0.5893669,0.0497,0.8078655,0.4319927
0.5084429,0.04947396,0.013088088,0.009467897,0.5358435,0.9072845,0.5599374,0.0654,0.8285349,0.42051739
0.4861903,0.038854036,0.015386923,0.009995582,0.5649099,0.9227579,0.56668097,0.0717,0.8239373,0.38538015
0.48961216,0.05008882,0.016390428,0.010210714,0.5767234,0.92654014,0.56470716,0.0685,0.82529134,0.37619585
0.4974687,0.044528555,0.006045023,0.007301756,0.41531548,0.8980341,0.6418593,0.0792,0.76682246,0.43992585
0.4956395,0.024783079,0.014576775,0.009813136,0.5548745,0.9369352,0.6063833,0.1468,0.79517245,0.34950313
0.501059,0.03429962,0.012300657,0.009267956,0.5247978,0.91920406,0.5932095,0.1354,0.8050481,0.39378148
0.48828202,0.039134517,0.014219844,0.009732437,0.5504309,0.9336447,0.602659,0.0876,0.79799885,0.3582005
0.48932797,0.030066976,0.009057699,0.008362209,0.4745497,0.9103306,0.6170299,0.1036,0.78693974,0.41388193
0.48894206,0.046975676,0.013796868,0.009633894,0.5450006,0.93005925,0.59927297,0.0909,0.80054474,0.36740953
0.4847565,0.03313146,0.011368022,0.009026735,0.51144874,0.91549796,0.5968344,0.0813,0.8023644,0.40232265
0.4932868,0.059071206,0.003236343,0.005925528,0.3378795,0.8725417,0.66004103,0.0485,0.7512295,0.48853958
0.48827302,0.024452742,0.007554831,0.007867776,0.44698313,0.9065034,0.63200426,0.1512,0.7749649,0.42219853
0.51340616,0.030597571,0.008191889,0.008084744,0.45909137,0.90702945,0.6232979,0.1131,0.78198445,0.42106715
