Users, Average Linear Acceleration,Average Angular Velocity,Mid Stroke Area Covered,Angle Between Start And EndVectors,Direct End To End Distance,EndPoint x,Start Point x,Scaled Duration,Start Point y,End Point y
User 4,0.46984512,0.06354662,0.00327082,0.005944496,0.33895066,0.7174391,0.44352213,0.0802,0.8962634,0.6966212
User 4,0.44876325,0.050194982,0.004343526,0.006536245,0.37231463,0.7399231,0.44256476,0.0812,0.89673656,0.67269146
User 4,0.4128218,0.074053936,1.19E-04,0.001970744,0.11285532,0.5380147,0.43961036,0.0443,0.8981886,0.84293544
User 4,0.43487707,0.061556827,0.003976543,0.006345786,0.36158738,0.73378104,0.44420257,0.0939,0.89592636,0.679386
User 4,0.43944645,0.046279207,0.001740147,0.004813988,0.2749477,0.67251974,0.44554868,0.0812,0.8952577,0.74007916
User 4,0.42821532,0.05737012,0.003282324,0.005951359,0.33933815,0.70736545,0.430256,0.074,0.9027069,0.70684797
User 4,0.39455667,0.06893283,0.001238562,0.004298282,0.24565153,0.64035034,0.43377733,0.0685,0.9010201,0.768083
User 4,0.4156324,0.03242276,0.001135299,0.00417303,0.23852786,0.62715936,0.4248569,0.1193,0.9052605,0.77889097
User 4,0.4254564,0.03980289,0.001568217,0.004648265,0.26553953,0.66380733,0.44356465,0.1181,0.8962424,0.7479036
User 4,0.45352465,0.05861557,0.002387517,0.005350283,0.30534974,0.6871664,0.43589532,0.0719,0.89999735,0.72650003
User 4,0.4181824,0.039249543,0.004194492,0.006459598,0.3679989,0.73137754,0.4351745,0.112,0.90034616,0.6819728
User 4,0.42843872,0.052081037,0.003654243,0.00616907,0.35162455,0.7163101,0.4304923,0.0717,0.90259427,0.6977821
User 4,0.4278496,0.034161992,0.001480301,0.004560234,0.26053956,0.6523753,0.43445414,0.077,0.90069395,0.75789607
User 4,0.4179521,0.04420347,5.72E-04,0.003320448,0.1899609,0.596649,0.434129,0.0772,0.9008507,0.80250233
User 4,0.45790353,0.076009914,0.001057855,0.004076607,0.23304175,0.62764364,0.43041307,0.0665,0.90263206,0.7785008
User 4,0.4439692,0.048491973,0.002404606,0.005362552,0.30604443,0.7097272,0.4634276,0.1172,0.8861348,0.7044766
User 4,0.513168,0.086022936,0.004278611,0.006504304,0.37051633,0.7545226,0.4637802,0.0834,0.88595027,0.656274
User 4,0.4883543,0.107864305,0.003766694,0.006235811,0.3553883,0.76417786,0.49034026,0.0623,0.87153107,0.6450056
User 4,0.5479199,0.1126614,0.001685671,0.004763717,0.27209446,0.6746455,0.45069474,0.0634,0.89267814,0.7381419
User 4,0.48734218,0.15423968,0.005106065,0.006903132,0.39294732,0.75668687,0.4463749,0.0495,0.8948461,0.6537775
User 4,0.4337177,0.074612,5.54E-04,0.003286904,0.18804751,0.60664314,0.44708645,0.0538,0.8944908,0.79497427
User 5,0.5242319,0.06333848,0.001431266,0.004508304,0.25758928,0.7320938,0.5337964,0.25,0.845613,0.6812038
User 5,0.48947516,0.06740852,6.61E-04,0.003484703,0.1993273,0.71386564,0.5607937,0.0656,0.8279556,0.7002827
User 5,0.49366787,0.07839336,4.17E-04,0.002989915,0.17110012,0.6962473,0.5636901,0.0392,0.8259863,0.717802
User 5,0.497026,0.062361807,0.001776306,0.004848285,0.276894,0.76066226,0.553488,0.0518,0.83285713,0.64914787
User 5,0.50756127,0.18860556,7.73E-04,0.003671536,0.20997585,0.7302691,0.5715161,0.0477,0.82059085,0.68315965
User 5,0.48323962,0.06477814,4.21E-04,0.003000372,0.17169705,0.7363096,0.6097074,0.0296,0.79262656,0.6766448
User 5,0.5199175,0.060478624,4.69E-04,0.003109663,0.17793499,0.7403269,0.60946524,0.036,0.79281276,0.67224705
User 5,0.49019694,0.04659237,5.34E-04,0.003247286,0.18578753,0.7392815,0.6019549,0.038,0.7985301,0.6733965
User 5,0.49026746,0.03237219,0.001443909,0.00452257,0.2583998,0.7866727,0.6022182,0.0785,0.7983315,0.61737025
User 5,0.504724,0.062173862,8.06E-04,0.003722945,0.21290483,0.76832765,0.61541724,0.0454,0.7882015,0.6400567
User 5,0.5111825,0.087906554,5.94E-04,0.003363924,0.19244045,0.749549,0.60887516,0.0391,0.79326606,0.66194886
User 5,0.48431343,0.054597843,4.42E-04,0.003048499,0.1744442,0.7180389,0.58616275,0.0391,0.81019336,0.6960029
User 5,0.48287064,0.05861534,7.94E-05,0.001719028,0.09845324,0.6832825,0.60817206,0.0381,0.79380524,0.73015416
User 5,0.6034335,0.16668217,2.49E-04,0.002520239,0.14427361,0.7377152,0.63289034,0.0282,0.77424145,0.67511207
User 5,0.53590465,0.10772299,0.001241299,0.00430033,0.245768,0.7631549,0.58249146,0.0571,0.8128368,0.6462156
User 5,0.48758206,0.061986934,6.43E-04,0.003454406,0.19759998,0.7604876,0.6179565,0.0391,0.78621227,0.64935243
User 5,0.52397466,0.14564182,8.19E-04,0.003742469,0.21401712,0.7319787,0.57023674,0.1304,0.8214804,0.68132746
User 5,0.4838076,0.040659677,1.68E-04,0.002207706,0.12640792,0.73373175,0.6421548,0.0328,0.766575,0.67943925
User 5,0.52090764,0.043977514,1.32E-04,0.002040527,0.11684701,0.71331507,0.62669396,0.0286,0.77926546,0.70084345
User 5,0.48410016,0.037495967,1.95E-04,0.002322021,0.13294393,0.7216755,0.62347364,0.0413,0.7818444,0.6922315
User 5,0.4918253,0.031080134,1.89E-04,0.002294491,0.13137,0.71432483,0.61642486,0.0688,0.7874137,0.69981426
User 5,0.5001906,0.0307856,8.24E-05,0.001741449,0.09973629,0.69711274,0.62222743,0.0445,0.78283656,0.7169615
User 5,0.54696727,0.06023951,2.94E-04,0.002660106,0.15226535,0.7213678,0.6078598,0.0403,0.7940444,0.69255215
User 5,0.51685077,0.029649945,1.38E-04,0.002071295,0.11860681,0.7025506,0.61335295,0.0328,0.7898089,0.7116338
User 5,0.53518486,0.03501484,0.001206318,0.004258095,0.24336624,0.7749042,0.59927297,0.2035,0.80054474,0.6320787
User 5,0.63022643,0.102372766,1.35E-04,0.002052852,0.11755198,0.7079146,0.62014025,0.0401,0.784491,0.70629805
User 5,0.5681053,0.047880158,1.11E-04,0.001923287,0.11014047,0.6914085,0.607763,0.0454,0.79411846,0.722464
User 5,0.56450146,0.027333766,0.0010849,0.004109981,0.23494083,0.76976436,0.59958893,0.1522,0.8003081,0.63832814
User 5,0.58303666,0.048475705,0.001692706,0.00476823,0.2723506,0.7979624,0.6057494,0.2697,0.7956555,0.6027072
User 5,0.56133765,0.059224628,5.26E-04,0.003228781,0.18473183,0.79727924,0.6726459,0.0888,0.73996454,0.60361063
User 5,0.54539573,0.044791225,4.08E-04,0.002966918,0.16978727,0.788546,0.6731419,0.0423,0.73951334,0.61497575
User 5,0.5720013,0.043498494,1.98E-04,0.002339486,0.13394237,0.76056814,0.6669777,0.0232,0.74507767,0.64925814
User 5,0.54594207,0.03487658,1.50E-04,0.002132371,0.1220999,0.74411875,0.6571556,0.0231,0.753755,0.66804737
User 5,0.5947498,0.042054255,9.17E-05,0.001808174,0.10355442,0.72176117,0.646313,0.0211,0.76307243,0.6921422
User 5,0.5750167,0.066176645,1.17E-04,0.001961736,0.11234003,0.7165645,0.63380706,0.0265,0.7734912,0.69752085
User 5,0.5895354,0.048505835,6.83E-05,0.001641813,0.094034284,0.71844614,0.64993346,0.0221,0.7599911,0.69558257
User 5,0.56245804,0.03515752,3.34E-04,0.002776339,0.1589048,0.7554893,0.6421718,0.039,0.76656073,0.655161
User 5,0.60822237,0.05681206,1.08E-04,0.001911904,0.10948925,0.71281224,0.631864,0.0272,0.7750793,0.7013549
User 5,0.6188498,0.0651529,2.55E-04,0.002536229,0.14518738,0.74209213,0.6372087,0.0421,0.7706913,0.67029786
User 5,0.6968093,0.13673784,4.50E-04,0.003064038,0.17533106,0.7084654,0.5743132,0.0877,0.81863564,0.7057455
User 5,0.6057323,0.075218946,1.20E-04,0.001976231,0.11316919,0.7027811,0.61790043,0.0306,0.7862563,0.7114062
User 5,0.5508795,0.03535419,9.23E-05,0.001809513,0.10363103,0.6824228,0.60311025,0.0326,0.7976578,0.7309577
User 5,0.55341715,0.030558059,3.24E-04,0.002745201,0.15712635,0.72137296,0.60398704,0.0623,0.7969941,0.6925468
User 5,0.5684777,0.031443913,2.73E-04,0.002603617,0.149038,0.7212046,0.6102399,0.0284,0.79221666,0.6927221
User 5,0.62393534,0.06560046,3.75E-05,0.001343089,0.076934315,0.6790523,0.6206078,0.04,0.78412116,0.7340899
User 5,0.5739862,0.029440824,0.001173435,0.004220594,0.24123342,0.7848392,0.61360216,0.0739,0.78961533,0.6196994
User 5,0.5467368,0.03265817,2.99E-04,0.0026763,0.15319052,0.74693507,0.6366141,0.0358,0.77118254,0.664897
User 5,0.5378483,0.057230856,3.34E-04,0.0027771,0.15894829,0.75271475,0.63889414,0.0368,0.7692947,0.6583468
User 5,1.8653834,0.7065639,4.37E-04,0.003037479,0.17381519,0.7641308,0.6408907,0.0686,0.7676321,0.6450613
User 5,0.96621597,0.33881608,1.93E-04,0.002323187,0.1330106,0.72515184,0.6273504,0.022,0.7787371,0.688589
User 5,0.84565395,0.3615019,5.45E-04,0.003266049,0.18685791,0.73844224,0.6001003,0.0917,0.7999248,0.67431676
User 5,0.5766194,0.09251583,2.28E-04,0.002453816,0.14047752,0.74109775,0.63970214,0.0201,0.76862293,0.67139715
User 5,0.47998244,0.035237014,6.34E-05,0.001595776,0.091399394,0.6899378,0.62096393,0.038,0.7838391,0.72386867
User 5,0.5000086,0.049824275,5.01E-04,0.003176465,0.18174697,0.76578885,0.6367447,0.057,0.7710747,0.6430921
User 5,0.5230249,0.057739247,1.72E-04,0.002224854,0.12738846,0.7262729,0.6329901,0.0327,0.77415985,0.6874065
User 5,0.5782608,0.07294261,9.20E-05,0.001807513,0.10351661,0.70486385,0.62775695,0.0338,0.7784094,0.70934266
User 5,0.5274874,0.17048292,3.23E-04,0.002744526,0.15708777,0.7489458,0.63593537,0.0473,0.7717423,0.6626313
User 5,0.6339839,0.0750148,1.59E-04,0.00216929,0.12421116,0.74325824,0.65458715,0.0316,0.7559866,0.6690046
User 5,0.89073056,0.22607613,2.71E-04,0.002592445,0.14839967,0.7053655,0.5926963,0.0347,0.805426,0.7088438
User 5,0.7013304,0.09985881,1.49E-04,0.002120049,0.12139521,0.69121844,0.5985613,0.0337,0.801077,0.7226459
User 5,0.5819354,0.052162025,5.19E-05,0.001495425,0.08565532,0.68758816,0.62292844,0.0295,0.78227884,0.7261009
User 5,0.6595808,0.09859263,1.52E-04,0.002142602,0.12268496,0.69579273,0.6026047,0.0274,0.79803985,0.71824265
User 5,0.56823176,0.06371595,6.10E-05,0.001583516,0.090697676,0.6615382,0.590872,0.0221,0.8067653,0.7499115
User 5,0.61665463,0.07007961,9.44E-05,0.001825656,0.10455472,0.66590333,0.58436847,0.0294,0.81148845,0.746038
User 5,0.56864125,0.04902025,7.16E-04,0.003579986,0.20475867,0.7218312,0.56573683,0.0422,0.82458586,0.6920692
User 5,0.557305,0.042008467,1.29E-04,0.002023673,0.11588295,0.6878886,0.5993014,0.0328,0.80052346,0.72581625
User 5,0.5874966,0.030295309,5.18E-05,0.001494414,0.08559747,0.6911784,0.626843,0.0264,0.7791456,0.7226842
User 5,0.5953009,0.07660382,2.31E-04,0.002453125,0.14043806,0.5530652,0.66432667,0.0644,0.74744236,0.833138
User 5,0.6183985,0.10378941,2.88E-04,0.002644741,0.15138757,0.5820069,0.6980904,0.0306,0.7160097,0.81318384
User 5,0.6071927,0.046573993,3.19E-04,0.002735776,0.15658797,0.6213906,0.7360826,0.0338,0.6768917,0.78350097
User 5,0.59803927,0.040080443,1.72E-04,0.002223766,0.12732624,0.62417674,0.7183932,0.0337,0.6956372,0.78128314
User 5,0.58469224,0.051149897,5.21E-04,0.003221519,0.1843175,0.61235195,0.74704885,0.0327,0.6647692,0.7905853
User 5,0.5850874,0.042727422,2.67E-04,0.00257685,0.14750858,0.63378423,0.74067765,0.0337,0.6718606,0.7735099
User 5,0.57797694,0.03836166,1.78E-04,0.00225524,0.12912585,0.64215106,0.73557615,0.0275,0.677442,0.7665781
User 5,0.5957908,0.031235488,1.91E-04,0.002306664,0.13206594,0.6317943,0.7284302,0.0296,0.68512,0.7751361
User 5,0.5911561,0.043778762,1.45E-04,0.002105687,0.12057383,0.63268036,0.7212855,0.0254,0.69263786,0.77441305
User 5,0.5968971,0.088128954,4.75E-05,0.001452868,0.08321915,0.6473188,0.7084536,0.0232,0.7057574,0.76221937
User 5,0.5939534,0.06255958,3.50E-04,0.00282352,0.16159943,0.61206985,0.7314535,0.0296,0.6818913,0.79080373
User 5,0.5711981,0.078110315,7.48E-05,0.001687261,0.09663527,0.61302686,0.6864232,0.0285,0.7272023,0.79006207
User 5,0.6363559,0.06176935,5.75E-05,0.001545198,0.0885044,0.6197955,0.68675506,0.0296,0.7268889,0.78476334
User 5,0.5739413,0.01997382,2.42E-04,0.002492063,0.14266343,0.597461,0.70549107,0.1743,0.70871884,0.801898
User 5,0.59197205,0.022309767,2.19E-04,0.002410047,0.13797584,0.6049575,0.70880175,0.0824,0.7054078,0.79625773
User 5,0.6042164,0.07348179,1.32E-04,0.002036105,0.1165941,0.6344859,0.72013956,0.074,0.69382924,0.77293444
User 5,0.6997024,0.076476075,1.28E-04,0.002018337,0.115577765,0.6243766,0.71033597,0.0349,0.7038628,0.78112346
User 5,0.53804505,0.0867972,1.07E-04,0.001897205,0.10864835,0.633428,0.7136375,0.037,0.7005152,0.7738017
User 5,0.784324,0.23405644,1.19E-04,0.001966237,0.11259753,0.63383967,0.71677375,0.0718,0.6973058,0.7734645
User 5,0.65660983,0.1031778,5.77E-05,0.001546634,0.08858662,0.6479971,0.71285963,0.0359,0.70130676,0.7616428
User 5,0.69549775,0.07354507,1.15E-04,0.001948732,0.11159613,0.6404174,0.7220049,0.0285,0.6918879,0.76802707
User 5,0.63689435,0.09283958,1.29E-04,0.002023052,0.11584743,0.65275776,0.7359923,0.037,0.67698985,0.75756675
User 5,0.6182705,0.07793534,5.43E-04,0.003265604,0.18683252,0.6087007,0.7456616,0.036,0.6663248,0.79339993
User 5,0.5984949,0.03486031,2.32E-04,0.002457048,0.14066224,0.6169696,0.7212912,0.0698,0.69263196,0.786987
User 5,0.60047656,0.03416698,1.13E-04,0.001933825,0.11074334,0.6290175,0.7111191,0.0623,0.70307153,0.77739114
User 5,0.5948352,0.04132857,2.02E-04,0.002345096,0.13426305,0.6244403,0.7234447,0.0485,0.69038236,0.7810725
User 5,0.5909461,0.03816445,1.72E-04,0.00222335,0.12730244,0.6346522,0.7276892,0.0475,0.685907,0.7727979
User 5,0.602667,0.037218686,1.99E-04,0.002334819,0.13367555,0.63210154,0.72980565,0.0412,0.6836547,0.77488554
User 5,0.61893386,0.03714482,1.61E-04,0.002177894,0.124703184,0.65567106,0.7445465,0.0443,0.66757065,0.75504667
User 5,0.6346082,0.040574286,5.87E-05,0.001556369,0.08914382,0.6666455,0.73037624,0.0274,0.683045,0.7453749
User 5,1.0626775,0.39825314,1.01E-04,0.001865361,0.106826425,0.6714272,0.74664897,0.0327,0.66521823,0.7410705
User 5,0.6560426,0.31624898,0.001086771,0.004127972,0.23596446,0.59249735,0.76476127,0.0349,0.64431375,0.8055724
User 5,0.615923,0.17022006,2.65E-04,0.002574148,0.14735416,0.64313555,0.7486834,0.0295,0.66292775,0.7657524
User 5,0.58015805,0.040342372,5.36E-04,0.003248973,0.18588375,0.738912,0.60143954,0.1331,0.7989183,0.67380196
User 5,0.58739,0.0705245,2.69E-04,0.002583912,0.14791211,0.73246443,0.62402844,0.0348,0.78140163,0.68080527
User 5,0.6067664,0.072337665,1.16E-04,0.001958533,0.11215679,0.7116547,0.6285093,0.0275,0.7778021,0.7025294
User 5,0.60575277,0.059196454,1.56E-04,0.002153623,0.12331522,0.7208981,0.630117,0.0294,0.7765002,0.6930411
User 5,0.5834536,0.034078483,9.72E-05,0.001848447,0.10585873,0.7418894,0.66685146,0.0252,0.7451907,0.6705223
User 5,0.58066,0.029351406,7.12E-05,0.001665197,0.09537257,0.7079747,0.6374757,0.0233,0.77047044,0.70623785
User 5,0.56794924,0.037325423,3.71E-05,0.00134291,0.076924115,0.67041135,0.61139315,0.0295,0.791327,0.7419897
User 5,0.6351842,0.07392366,4.82E-04,0.00316845,0.18128964,0.7500632,0.6183322,0.0231,0.78591686,0.66136616
User 5,0.5780998,0.06317346,5.29E-05,0.001510846,0.08653807,0.69215816,0.6271664,0.0263,0.7788853,0.72174585
User 5,0.58909124,0.059348132,9.06E-05,0.001799294,0.103046305,0.68649447,0.60802066,0.0284,0.79392123,0.727135
User 5,0.6248322,0.06972506,6.44E-05,0.001609663,0.092194214,0.6867775,0.61691695,0.0274,0.78702825,0.72686774
User 5,0.58807606,0.06371375,5.95E-05,0.001561813,0.089455456,0.6863526,0.61861336,0.0433,0.78569555,0.72726893
User 5,0.6018207,0.04892256,6.61E-04,0.003485036,0.19934627,0.77063406,0.6289156,0.0506,0.77747357,0.6372779
User 5,0.563328,0.04678263,1.54E-04,0.002144169,0.1227746,0.7223784,0.6321957,0.0378,0.77480876,0.691498
User 5,0.54754865,0.044146053,5.73E-04,0.003325689,0.19025983,0.7783584,0.64536333,0.0379,0.7638757,0.6278202
User 5,0.5626613,0.055043317,4.66E-04,0.003104232,0.17762502,0.7829432,0.6605294,0.0347,0.75080025,0.6220932
User 5,0.55527335,0.035797555,6.27E-04,0.003426085,0.1959852,0.7827099,0.64628637,0.0337,0.76309496,0.6223867
User 5,0.5254587,0.05367556,3.32E-04,0.002776863,0.15893476,0.77695787,0.66740346,0.0273,0.7446964,0.6295526
User 5,0.56787753,0.05459368,1.64E-04,0.00219983,0.12595755,0.753644,0.6650402,0.0241,0.7468076,0.6572829
User 5,0.57483655,0.07265076,1.91E-04,0.002316967,0.13265498,0.734275,0.63795954,0.0211,0.7700699,0.67885214
User 5,0.5499332,0.056469128,1.37E-04,0.002070167,0.118542306,0.722317,0.6354067,0.0263,0.7721777,0.6915621
User 5,0.5390589,0.04716949,2.01E-04,0.002349614,0.13452129,0.7488961,0.6531764,0.0274,0.7572058,0.6626874
User 5,0.524562,0.03005372,0.001276887,0.004340391,0.24804573,0.8005298,0.6283984,0.1266,0.7778917,0.599293
User 5,0.49279085,0.030958382,0.001826733,0.004892087,0.27937925,0.8255809,0.637258,0.0866,0.7706505,0.5642837
User 5,0.49073264,0.087725766,3.16E-06,6.36E-04,0.036427997,0.6462846,0.67364925,0.0632,0.7390512,0.76309645
User 5,0.50747174,0.082744464,2.72E-04,0.002603815,0.1490493,0.7917662,0.6921817,0.0263,0.7217233,0.6108242
User 5,0.5343915,0.11654085,9.03E-05,0.001809075,0.10360599,0.78175765,0.7130417,0.0191,0.70112157,0.6235824
User 5,0.4748347,0.038389254,5.28E-04,0.003235528,0.18511677,0.7873016,0.6601648,0.0495,0.7511208,0.6165681
User 5,0.5158836,0.055477884,4.87E-04,0.003147262,0.18008064,0.6259717,0.7556866,0.0506,0.65493345,0.7798458
User 5,0.4923392,0.03620907,8.27E-04,0.00375511,0.21473719,0.59255016,0.7508664,0.0675,0.66045415,0.8055335
User 5,0.4910003,0.03406653,4.82E-04,0.00313749,0.179523,0.61697125,0.7477409,0.0389,0.6639906,0.7869857
User 5,0.47067365,0.031999048,5.79E-04,0.003333062,0.19068031,0.6303901,0.76627666,0.0601,0.6425108,0.7762785
User 6,0.47261482,0.03364047,5.65E-04,0.003307057,0.18919706,0.6966042,0.54900473,0.1287,0.83581924,0.7174557
User 6,0.4651856,0.04601169,8.18E-04,0.003741836,0.21398103,0.7060928,0.53927314,0.0644,0.8421309,0.70811933
User 6,0.45492142,0.036775332,4.86E-04,0.003143722,0.17987858,0.6790357,0.53653556,0.0921,0.84387773,0.7341052
User 6,0.46285325,0.030296322,4.38E-04,0.003035882,0.173724,0.68949807,0.55374295,0.1029,0.8326877,0.72428757
User 6,0.45265514,0.036554426,4.33E-04,0.003025878,0.17315298,0.6662021,0.52756745,0.09,0.8495132,0.7457712
User 6,0.45900518,0.02593257,3.99E-04,0.002944313,0.16849676,0.6567243,0.5207849,0.1127,0.85368794,0.7541308
User 6,0.4491716,0.030437304,6.11E-04,0.003394136,0.19416337,0.68920493,0.5361939,0.1215,0.8440948,0.72456646
User 6,0.44957414,0.022479607,3.88E-04,0.002914672,0.16680442,0.66992486,0.537196,0.1563,0.84345746,0.7424289
User 6,0.4377718,0.025858602,5.68E-04,0.003310545,0.18939602,0.6788635,0.52824605,0.1172,0.84909135,0.73426443
User 6,0.43696812,0.0296566,3.84E-04,0.002905872,0.16630198,0.65746415,0.5235004,0.0824,0.85202545,0.75348586
User 6,0.48844078,0.033664506,4.72E-05,0.001444639,0.08274811,0.630626,0.56430227,0.0621,0.82556826,0.77608687
User 6,0.4970216,0.025326632,2.40E-04,0.002486263,0.14233194,0.6249833,0.5078247,0.0813,0.86146045,0.7806381
User 6,0.5008161,0.024146264,5.40E-04,0.003256655,0.18632199,0.6607845,0.5100741,0.0792,0.8601305,0.75057566
User 6,0.47003096,0.03573367,4.71E-04,0.003110782,0.17799883,0.65992326,0.5162632,0.076,0.85643,0.751333
User 6,0.44626844,0.042431984,6.22E-04,0.003415219,0.19536558,0.66972005,0.5125519,0.0623,0.8586562,0.7426136
User 6,0.4267933,0.030775819,3.51E-04,0.002821364,0.16147627,0.66204166,0.53278434,0.0707,0.8462511,0.7494671
User 6,0.40651813,0.02767447,0.001095039,0.004122746,0.23566717,0.7296335,0.5493364,0.2038,0.83560133,0.6838384
User 6,0.41271156,0.03049697,5.34E-04,0.003245215,0.1856694,0.66812783,0.5190615,0.0686,0.8547369,0.7440465
User 6,0.41392294,0.02893961,4.02E-04,0.002950925,0.16887422,0.6551416,0.5186699,0.0717,0.85497457,0.7555061
User 6,0.4076912,0.02172792,0.00106393,0.004083296,0.23342241,0.7016291,0.5173279,0.1234,0.8557873,0.71254236
User 6,0.41671976,0.026626153,8.36E-04,0.003767927,0.2154673,0.688964,0.5177102,0.1752,0.855556,0.7247956
User 6,0.42698318,0.028309556,6.02E-04,0.003376082,0.19313382,0.6636678,0.50749594,0.1034,0.86165416,0.74802744
User 6,0.41317263,0.027176473,0.001395388,0.004470703,0.25545266,0.71823096,0.5185071,0.193,0.85507333,0.6958048
User 6,0.4287873,0.04276574,3.23E-04,0.002745217,0.15712729,0.6455745,0.5179785,0.0548,0.85539365,0.76369727
User 6,0.5041657,0.21038663,3.10E-04,0.002706395,0.15490972,0.6619339,0.53822607,0.0475,0.8428005,0.7495622
User 6,0.5436291,0.16665253,2.31E-04,0.002455781,0.14058985,0.62296736,0.50710666,0.0431,0.8618833,0.78224784
User 6,0.48575333,0.19404659,2.40E-04,0.002485837,0.1423076,0.6128849,0.4945165,0.0463,0.8691683,0.7901722
User 6,0.409837,0.08249885,4.07E-04,0.002963797,0.1696091,0.6369528,0.49751005,0.059,0.8674582,0.77090275
User 6,0.4179773,0.03059791,7.64E-04,0.003656051,0.20909353,0.66141444,0.49099088,0.0727,0.87116474,0.7500206
User 6,0.43980342,0.036070205,5.16E-04,0.003207253,0.1835036,0.6485021,0.49848735,0.0707,0.866897,0.7612128
User 6,0.41841605,0.030703053,4.54E-04,0.003073888,0.17589326,0.6402865,0.49579534,0.0569,0.8684394,0.7681362
User 6,0.40569922,0.029522527,4.67E-04,0.003102024,0.17749903,0.63389885,0.48717418,0.0601,0.87330484,0.773416
User 6,0.41531798,0.033565555,3.05E-04,0.002691799,0.15407589,0.6231206,0.4955758,0.0507,0.8685647,0.7821258
User 6,0.43515542,0.033723824,2.48E-04,0.002511868,0.14379525,0.6116488,0.491859,0.0569,0.87067485,0.7911294
User 6,0.4238192,0.029431876,4.54E-04,0.003074155,0.17590852,0.62904596,0.48309773,0.0749,0.8755664,0.77736807
User 6,0.4251908,0.026842857,5.09E-04,0.003193299,0.18270747,0.6362618,0.48527744,0.0718,0.8743602,0.77147317
User 6,0.4164966,0.03911832,9.06E-04,0.003870052,0.22128364,0.6635668,0.48279095,0.0929,0.87573564,0.74811697
User 6,0.4163354,0.027111728,9.21E-04,0.003891883,0.22252674,0.663021,0.48105592,0.0792,0.8766899,0.7486008
User 6,0.42166772,0.026439136,8.26E-04,0.003753244,0.21463095,0.66001225,0.48449865,0.0824,0.874792,0.75125486
User 6,0.4868729,0.04764357,4.79E-04,0.003128262,0.1789964,0.634703,0.48676962,0.0685,0.8735304,0.7727562
User 6,0.4585846,0.13587606,0.0027292,0.005593958,0.31914005,0.5627232,0.7945017,0.208,0.6072619,0.8266454
User 6,0.46792522,0.06081487,2.78E-04,0.002609276,0.1493613,0.5506389,0.66882706,0.0865,0.74341804,0.83474356
User 6,0.46472558,0.09392514,3.23E-04,0.002743177,0.15701073,0.511008,0.63925534,0.0855,0.7689945,0.8595759
User 6,0.45564723,0.05451291,2.24E-04,0.002428951,0.13905637,0.51172286,0.6259566,0.114,0.7798579,0.8591506
User 6,0.4563567,0.041312065,2.13E-04,0.002386674,0.13663983,0.5110943,0.62349397,0.1479,0.78182817,0.85952467
User 6,0.49123368,0.0462274,3.46E-04,0.002806999,0.1606559,0.516262,0.64674556,0.1372,0.7627058,0.8564307
User 6,0.5015629,0.048733916,2.22E-04,0.002420189,0.13855553,0.53823835,0.6495649,0.0907,0.7603061,0.8427927
User 6,0.49133638,0.039607216,5.90E-04,0.003353274,0.19183305,0.5028263,0.65862787,0.151,0.7524688,0.8643875
User 6,0.5066902,0.04161408,3.04E-04,0.002688017,0.15385987,0.500859,0.62770617,0.097,0.77845037,0.8655289
User 6,0.52823216,0.053995784,4.75E-04,0.003119516,0.1784973,0.51225257,0.65678,0.1003,0.75408226,0.85883486
User 6,0.49260396,0.041323587,5.79E-04,0.003333083,0.19068152,0.50212926,0.65714943,0.1742,0.7537603,0.8647926
User 6,0.52208734,0.046389796,6.78E-04,0.003512786,0.20092826,0.5187553,0.6791928,0.1436,0.7339599,0.8549227
User 6,0.5136332,0.05048962,4.92E-04,0.00315631,0.18059693,0.49993372,0.64755046,0.0854,0.76202255,0.86606365
User 6,0.50822306,0.05032122,5.76E-04,0.003327324,0.19035307,0.4939651,0.649773,0.0866,0.76012826,0.86948174
User 6,0.5242601,0.06498959,4.40E-04,0.003041498,0.17404455,0.5322656,0.6709873,0.0961,0.74146885,0.8465774
User 6,0.54125357,0.20146376,1.44E-04,0.002186617,0.12520199,0.7181384,0.799467,0.207,0.60071,0.6959003
User 6,0.5447352,0.17024218,2.62E-04,0.002559503,0.14651732,0.6978339,0.58568114,0.0538,0.81054157,0.71625966
User 6,0.51170695,0.1416857,2.71E-04,0.002586978,0.14808728,0.691047,0.5767246,0.0813,0.81693864,0.72280985
User 6,0.529984,0.106171064,2.33E-04,0.002461955,0.14094271,0.6661192,0.5546429,0.0623,0.8320885,0.74584526
User 6,0.51747227,0.10005427,3.19E-04,0.002733147,0.15643784,0.6829904,0.5607166,0.0676,0.82800776,0.7304274
User 6,0.5095768,0.10128656,4.51E-04,0.003067823,0.17554712,0.6976476,0.56161416,0.0665,0.82739925,0.7164411
User 6,0.50065285,0.062393468,7.25E-04,0.003592695,0.20548303,0.73440826,0.58017874,0.102,0.8144892,0.678708
User 6,0.50598043,0.07785196,4.83E-04,0.003139077,0.17961353,0.7228078,0.58752835,0.0638,0.8092036,0.6910491
User 6,0.4868672,0.088091925,4.01E-04,0.002950036,0.16882348,0.71012807,0.5815685,0.0569,0.8134974,0.70407254
User 6,0.5065768,0.060091946,7.63E-04,0.003655001,0.2090337,0.71963465,0.5595642,0.0739,0.828787,0.6943529
User 6,0.49375314,0.074326284,5.49E-04,0.00327462,0.18734683,0.71781904,0.5753588,0.0602,0.81790113,0.69622976
