Users, Average Linear Acceleration,Average Angular Velocity,Mid Stroke Area Covered,Angle Between Start And EndVectors,Direct End To End Distance,EndPoint x,Start Point x,Scaled Duration,Start Point y,End Point y
User 13,0.62538755,0.12809701,1.13E-04,0.001939572,0.111072086,0.6953554,0.61136556,0.019,0.79134834,0.718666
User 13,0.46622902,0.076340035,2.57E-04,0.002546509,0.14577484,0.7129235,0.60339713,0.0286,0.7974408,0.70124173
User 13,0.5709298,0.107342206,8.19E-05,0.001740994,0.099710226,0.7038717,0.6296339,0.0254,0.77689195,0.7103271
User 13,0.4657171,0.056033634,1.37E-04,0.002066308,0.11832159,0.7219208,0.6351351,0.0264,0.77240103,0.6919757
User 13,0.47594512,0.08126003,2.20E-04,0.002437074,0.13952063,0.7326345,0.63077426,0.0191,0.7759664,0.6806223
User 13,0.49646327,0.047494695,2.37E-04,0.002482555,0.14212003,0.7204702,0.61488503,0.0233,0.7886168,0.6934859
User 13,0.6063624,0.10379944,2.47E-04,0.002518533,0.14417613,0.7219932,0.61499333,0.0221,0.7885323,0.69190013
User 13,0.4779394,0.059703592,5.69E-05,0.001538884,0.088142976,0.68104655,0.6139218,0.0422,0.78936684,0.73224014
User 13,0.46041358,0.080459826,1.91E-04,0.002312077,0.1323754,0.7236315,0.6261279,0.0233,0.77972037,0.69018656
User 13,0.49690047,0.06783223,4.72E-06,6.72E-04,0.038512208,0.60911083,0.5781213,0.0517,0.8159508,0.7930851
User 13,0.4677186,0.040379576,0.001235474,0.004294454,0.24543388,0.75650793,0.574426,0.0962,0.81855655,0.6539845
User 13,0.5755406,0.07699364,1.28E-04,0.002016819,0.11549094,0.6795244,0.59040374,0.0412,0.8071081,0.7336529
User 13,0.4807435,0.060434874,4.19E-04,0.002995731,0.17143211,0.74547285,0.62067336,0.037,0.78406924,0.66653603
User 13,0.47689047,0.036498252,2.90E-04,0.002647732,0.15155846,0.7229581,0.61024547,0.0984,0.79221237,0.69089186
User 13,0.4909911,0.06131615,2.70E-04,0.002588253,0.14816011,0.7513215,0.6455676,0.0349,0.7637031,0.65993637
User 13,0.5221764,0.049111053,3.70E-04,0.002872639,0.16440435,0.7387504,0.6183365,0.0486,0.78591347,0.67397916
User 13,0.5047002,0.05617894,3.18E-04,0.002733005,0.1564297,0.70131034,0.5815595,0.0381,0.81350386,0.7128561
User 13,0.51230574,0.045275368,1.29E-04,0.002025367,0.115979865,0.6931885,0.60507375,0.0328,0.7961694,0.72075635
User 13,0.49394348,0.052784324,2.10E-04,0.002375515,0.13600194,0.702505,0.59944236,0.0583,0.8004179,0.71167886
User 13,0.48707724,0.05422128,5.80E-04,0.00333707,0.19090894,0.73068285,0.58762586,0.0465,0.80913275,0.6827171
User 13,0.48194465,0.03451568,3.93E-04,0.002931398,0.16775939,0.74780405,0.626295,0.038,0.77958614,0.6639195
User 13,0.45368323,0.031810332,3.57E-04,0.002837198,0.16238053,0.72978586,0.6095155,0.054,0.7927742,0.68367577
User 13,0.47330698,0.05056945,1.12E-04,0.001926702,0.11033585,0.6711405,0.58538455,0.0487,0.8107558,0.74133015
User 13,0.5030679,0.039878115,4.60E-04,0.003087515,0.17667098,0.72680885,0.59459573,0.0507,0.8040248,0.68683976
User 13,0.5189647,0.06672506,3.63E-04,0.002858367,0.1635894,0.705752,0.5808005,0.0348,0.81404597,0.70845896
User 13,0.49376488,0.05358199,3.30E-04,0.002765051,0.15826015,0.7304293,0.6135312,0.0486,0.7896705,0.6829883
User 13,0.52617395,0.05931645,1.87E-04,0.00228936,0.13107663,0.7020077,0.60282904,0.0317,0.7978704,0.7121693
User 13,0.5249894,0.04692277,1.70E-04,0.002222436,0.12725016,0.7174671,0.6231964,0.0254,0.7820654,0.6965924
User 13,0.47402897,0.03752238,2.46E-04,0.002510546,0.14371972,0.7118963,0.6038729,0.0338,0.79708064,0.7022846
User 13,0.5002178,0.06678381,2.18E-04,0.002417403,0.13839631,0.72178125,0.6193115,0.0233,0.7851454,0.69212127
User 13,0.46074554,0.036334865,1.07E-04,0.001897467,0.10866329,0.7014968,0.6200283,0.0339,0.78457946,0.7126726
User 13,0.5169022,0.06303653,2.86E-04,0.002640593,0.15115057,0.72027767,0.6074986,0.0305,0.79432076,0.6936859
User 13,0.6333394,0.17168374,3.16E-04,0.002726693,0.15606917,0.7307034,0.6155816,0.0359,0.7880732,0.68269503
User 13,0.5046675,0.06539061,2.93E-04,0.002656912,0.1520829,0.7133936,0.5988779,0.0434,0.8008403,0.7007635
User 13,0.58369523,0.0684165,4.28E-04,0.003016374,0.17261049,0.74442583,0.6185131,0.0381,0.78577447,0.6677052
User 13,0.5519507,0.057008114,2.85E-04,0.002634049,0.15077668,0.7136734,0.60024595,0.0307,0.7998155,0.7004786
User 13,0.42000687,0.04081446,1.72E-04,0.00222408,0.12734418,0.70222896,0.6060562,0.0349,0.79542184,0.7119512
User 13,0.48783457,0.05674242,2.93E-04,0.002660816,0.15230593,0.69731665,0.58037853,0.037,0.81434685,0.7167632
User 13,0.49586517,0.059521463,4.92E-04,0.003159327,0.18076906,0.7296851,0.5946621,0.0422,0.80397576,0.68378335
User 13,0.45096233,0.02574399,7.12E-07,3.40E-04,0.019492112,0.7391753,0.7259073,0.0909,0.68779254,0.67351305
User 13,0.46013364,0.032593112,5.16E-08,7.42E-05,0.004253562,0.6354329,0.6321427,0.1142,0.7748519,0.77215606
User 13,0.46561334,0.03139737,2.50E-05,0.00117423,0.06726576,0.6316522,0.6823416,0.1598,0.7310335,0.7752519
User 13,0.6879908,0.30812594,1.52E-04,0.002143058,0.12271103,0.53536445,0.6347828,0.0252,0.77269065,0.8446211
User 13,0.5788572,0.2984629,3.27E-04,0.002776245,0.15889949,0.5301965,0.657804,0.023,0.75318915,0.8478748
User 13,0.6567179,0.106385425,6.85E-05,0.001641012,0.093988426,0.5608471,0.63609874,0.0211,0.7716077,0.8279194
User 13,0.46042213,0.11873577,5.01E-05,0.001495306,0.085648514,0.56305975,0.63171095,0.0115,0.77520406,0.8264162
User 13,0.52562946,0.07890189,2.80E-04,0.002618705,0.14990005,0.5377336,0.6577196,0.0359,0.7532628,0.8431148
User 13,0.5003433,0.04570071,1.99E-04,0.002333414,0.13359521,0.54234725,0.6494974,0.0932,0.7603638,0.8401544
User 13,0.5544838,0.075940326,9.37E-04,0.003926759,0.22451247,0.5321518,0.7076218,0.0359,0.70659137,0.84664893
User 13,0.48579934,0.045632172,2.00E-04,0.002338442,0.13388267,0.5119164,0.6220804,0.0539,0.7829534,0.85903525
User 13,0.520651,0.061677475,7.52E-04,0.003649107,0.20869783,0.52634066,0.6913599,0.0507,0.7225106,0.8502738
User 13,0.4831958,0.05041573,4.96E-04,0.003180182,0.18195903,0.5491713,0.6915144,0.0518,0.7223627,0.83570975
User 13,0.5067726,0.0586265,9.44E-04,0.00393038,0.22471865,0.5623227,0.73277164,0.1079,0.68047464,0.8269179
User 13,0.47952223,0.049201135,6.70E-04,0.00350213,0.20032081,0.56237483,0.7159,0.0475,0.6982028,0.8268824
User 13,0.52927333,0.08650226,6.20E-04,0.003430703,0.1962485,0.5586527,0.7098782,0.0222,0.7043244,0.8294017
User 13,0.4682214,0.041235544,0.001118087,0.004153544,0.23741937,0.5613327,0.74060875,0.0889,0.6719365,0.8275902
User 13,0.51859874,0.10605482,0.00145278,0.004537474,0.2592466,0.5190688,0.7213428,0.0571,0.6925782,0.85473245
User 13,0.44901568,0.08004068,4.14E-04,0.002996854,0.17149624,0.74474454,0.6197663,0.021,0.78478646,0.66734964
User 13,0.5445957,0.1570511,4.02E-04,0.002984881,0.17081276,0.754543,0.631849,0.0158,0.7750915,0.6562506
User 13,0.7061884,0.21101409,4.20E-04,0.0030273,0.17323418,0.77585256,0.6553257,0.0147,0.7553464,0.6309143
User 13,0.9231249,0.7569685,0.001451997,0.004579822,0.26165226,0.53375155,0.734843,0.0136,0.67823726,0.8456413
User 13,0.4924351,0.064581595,5.19E-05,0.001492071,0.08546332,0.64767647,0.5802548,0.0412,0.814435,0.7619155
User 13,0.5236771,0.053882834,2.26E-05,0.001130251,0.0647473,0.628144,0.5764741,0.0782,0.8171154,0.7780971
User 13,0.51228386,0.06643529,3.26E-04,0.002754325,0.1576475,0.71752363,0.59914225,0.058,0.8006426,0.69653416
User 13,0.47596434,0.06041785,4.10E-04,0.002984935,0.17081583,0.73458654,0.60839206,0.0306,0.7936366,0.678515
User 13,0.4976963,0.08253028,5.94E-04,0.003370927,0.19283983,0.7690405,0.6320524,0.0254,0.77492565,0.63920003
User 13,0.50958323,0.08511079,9.39E-05,0.001828851,0.10473753,0.7063996,0.6284921,0.021,0.77781594,0.70781326
User 13,0.59616864,0.14617099,2.97E-04,0.00268292,0.15356866,0.74234694,0.6310038,0.0211,0.7757797,0.6700157
User 13,0.46973526,0.09533014,1.23E-04,0.002025469,0.115985714,0.7315345,0.6476674,0.0137,0.7619232,0.6818045
User 13,0.52457225,0.095004365,4.31E-04,0.003023047,0.17299137,0.7129986,0.581489,0.0421,0.8135542,0.70116544
User 13,0.512116,0.079554886,4.68E-07,3.18E-04,0.018221226,0.59169275,0.57690585,0.0602,0.81681067,0.80616355
User 13,0.63074666,0.49490255,9.21E-05,0.001830049,0.10480604,0.6456716,0.56220394,0.0168,0.82699865,0.76361525
User 13,1.146228,0.49043217,1.20E-04,0.002001623,0.11462173,0.6528217,0.5618487,0.0147,0.82724,0.75751156
User 13,0.9546142,0.22380525,7.79E-06,8.01E-04,0.045897353,0.6150417,0.5782136,0.0159,0.8158855,0.78849465
User 13,0.49149543,0.11437298,7.88E-06,8.03E-04,0.04598245,0.6132287,0.57626814,0.017,0.8172607,0.7899054
User 13,0.49555853,0.061008215,3.98E-05,0.001376607,0.0788533,0.6443426,0.58208424,0.0147,0.8131285,0.76473695
User 13,0.55221146,0.08337653,1.52E-05,9.96E-04,0.057051074,0.61682457,0.57093406,0.0242,0.8209959,0.7871007
User 13,0.67809415,0.13016944,2.05E-04,0.002380156,0.13626727,0.67809665,0.571881,0.0158,0.82033664,0.7349727
User 13,0.57226735,0.06967285,1.75E-04,0.002239423,0.1282215,0.68654394,0.58786374,0.0326,0.80895996,0.7270883
User 13,0.48676258,0.048981447,1.10E-05,8.90E-04,0.051011916,0.6388832,0.59882104,0.0369,0.8008829,0.76930374
User 14,0.50414246,0.14931493,0.004445615,0.006586408,0.3751381,0.79040265,0.50906026,0.1912,0.8607309,0.6125877
User 14,0.49742395,0.04300062,0.003753015,0.006223172,0.35467565,0.80925256,0.5532971,0.3061,0.832984,0.5874609
User 14,1.5278993,1.8562952,0.003081649,0.005826293,0.33227414,0.818165,0.5846028,0.3368,0.81131965,0.57498354
User 14,0.5671679,0.1249172,0.001023203,0.004032007,0.2305036,0.76146895,0.5928227,0.0686,0.805333,0.6482014
User 14,0.52530974,0.071427494,8.42E-04,0.003780296,0.21617188,0.73485416,0.57192993,0.04,0.8203025,0.67822516
User 14,0.51352364,0.09679975,3.37E-04,0.002783569,0.15931778,0.66360193,0.53637546,0.0717,0.8439795,0.74808586
User 14,0.5228941,0.05485145,7.30E-04,0.003602298,0.20603032,0.7112686,0.55212003,0.0579,0.8337647,0.7029203
User 14,0.51596427,0.037521563,5.49E-04,0.003276316,0.18744361,0.69292843,0.54620224,0.0475,0.83765334,0.72100633
User 14,0.4896227,0.03557607,0.001376321,0.004450663,0.25431383,0.7424584,0.549469,0.0696,0.83551407,0.6698922
User 14,0.51360613,0.045622677,0.001140551,0.004179705,0.23890764,0.735039,0.5532367,0.0749,0.8330241,0.6780248
User 14,0.4909918,0.04844959,3.93E-04,0.002932143,0.16780193,0.7361514,0.61261654,0.0379,0.79038024,0.6768169
User 14,0.81189364,0.21937282,3.93E-04,0.002928401,0.1675883,0.69105554,0.56064403,0.1573,0.82805693,0.7228016
User 14,0.483542,0.0605538,3.66E-04,0.00286108,0.1637443,0.6868333,0.5590133,0.0422,0.82915866,0.7268149
User 14,0.5219467,0.056006093,7.63E-04,0.003655866,0.20908296,0.72711694,0.5684719,0.0623,0.82270265,0.68651366
User 14,0.5199708,0.11949427,0.001221118,0.004278344,0.24451777,0.5175418,0.7097242,0.1119,0.70447963,0.8556579
User 14,0.5387198,0.37755942,0.006829982,0.007740883,0.43989366,0.53826845,0.84784144,0.0221,0.5302499,0.84277344
User 14,0.550654,0.45958593,0.011298327,0.009079543,0.5143732,0.5446434,0.8894697,0.0189,0.4569942,0.8386677
User 14,0.6528872,0.40176302,0.008350194,0.008243331,0.46793026,0.5495431,0.86946845,0.0158,0.49398845,0.8354654
User 14,0.4836834,0.03109027,2.88E-04,0.002640743,0.15115914,0.70395803,0.58886325,0.1288,0.80823267,0.71024156
User 14,0.4872743,0.03488237,3.92E-04,0.002926875,0.16750117,0.6977697,0.5684179,0.1563,0.82273996,0.7163221
User 14,0.52224284,0.046940893,4.94E-04,0.003162767,0.18096535,0.7204395,0.58365494,0.0772,0.81200176,0.6935178
User 14,0.49992505,0.036341578,0.001483145,0.004564272,0.26076895,0.78758204,0.6014874,0.1796,0.7988823,0.6162098
User 14,0.5157614,0.036910802,9.78E-04,0.003970686,0.22701325,0.82321537,0.67395407,0.0728,0.7387732,0.5677292
User 14,0.5019078,0.04909685,8.67E-04,0.003816114,0.21821196,0.7888362,0.63674223,0.0496,0.77107674,0.6146035
User 14,0.5274907,0.03575561,8.27E-04,0.003755689,0.21477021,0.7612465,0.60522467,0.0623,0.7960547,0.64846265
User 14,0.5071316,0.026513364,0.001777666,0.004847344,0.2768406,0.8029461,0.60875404,0.1245,0.793359,0.5960517
User 14,0.4931216,0.027943544,2.25E-05,0.001130102,0.064738736,0.7808066,0.73874456,0.0307,0.67398554,0.62477285
User 14,0.5077582,0.0706248,0.003843622,0.006282476,0.35801917,0.84454143,0.6017967,0.0381,0.7986494,0.5354902
User 14,0.71956563,0.24426477,0.003174411,0.005885532,0.33562067,0.8233866,0.5892555,0.3229,0.80794674,0.5674808
User 14,0.46945137,0.06888667,1.66E-04,0.002201623,0.12606005,0.59181595,0.6885252,0.0792,0.7252124,0.8060731
User 14,0.492882,0.050903436,4.39E-04,0.003043014,0.17413113,0.8008212,0.68478835,0.0844,0.728742,0.59890354
User 14,0.4953391,0.044400085,5.15E-04,0.003212351,0.1837945,0.7562263,0.6237037,0.041,0.7816608,0.65431017
User 14,0.4874246,0.03342928,7.18E-04,0.003583328,0.20494916,0.78637415,0.64391774,0.0432,0.76509476,0.61775047
User 14,0.4761808,0.033050578,5.41E-04,0.003260952,0.18656716,0.8342518,0.71731126,0.0708,0.6967529,0.5513837
User 14,0.5154618,0.058860473,1.51E-04,0.002129073,0.12191127,0.70167243,0.60975796,0.038,0.7925877,0.7124997
User 14,0.49580443,0.033208065,4.24E-04,0.003020663,0.17285533,0.7866093,0.8811881,0.2008,0.47276583,0.6174511
User 14,0.49650416,0.03478424,0.004118701,0.006419772,0.3657558,0.8394429,0.5878766,0.3442,0.8089506,0.5434479
User 14,0.55047685,0.056590907,0.003442045,0.006045646,0.34466085,0.85191655,0.6235257,1.3081,0.7818029,0.5236775
User 14,0.9217187,0.32450587,0.001963239,0.00501257,0.28621307,0.8050974,0.60410357,0.3094,0.7969058,0.5931427
User 14,0.65586275,0.26481488,1.21E-04,0.002135749,0.12229305,0.73923004,0.81590676,0.8996,0.57818353,0.673453
User 14,0.48177317,0.061025146,3.94E-05,0.00136147,0.07798673,0.6210387,0.5580722,0.0421,0.8297924,0.7837799
User 14,0.47720233,0.05806407,0.003812689,0.006256137,0.3565343,0.81365347,0.55798775,0.3061,0.8298492,0.58135015
User 14,0.47646818,0.035366397,0.003422363,0.006034065,0.3440072,0.81217426,0.56640977,0.191,0.82412374,0.58341485
User 14,0.49287006,0.04409652,0.001215396,0.004269299,0.2440034,0.7858316,0.6126639,0.2395,0.7903436,0.6184406
User 14,0.47542158,0.04785114,8.01E-04,0.003720861,0.21278614,0.74864954,0.5914316,0.0347,0.8063552,0.66296595
User 14,0.47980526,0.043732017,2.31E-04,0.00246242,0.14096929,0.7596921,0.8435856,0.4604,0.53699476,0.650283
User 14,0.4766345,0.02744843,1.93E-04,0.002311842,0.132362,0.66778034,0.5636219,0.1277,0.8260329,0.7443584
User 14,0.5008088,0.036974646,4.47E-05,0.001419123,0.08128734,0.62194765,0.55629265,0.0591,0.83098644,0.7830588
User 14,0.45879725,0.03627811,7.71E-05,0.001701825,0.09746874,0.64198446,0.5642928,0.0664,0.82557476,0.7667177
User 14,0.47594386,0.023655279,0.002350741,0.005321567,0.30372366,0.79076725,0.5705358,0.1668,0.8212728,0.612117
User 14,0.49879974,0.03231391,0.002250073,0.005245532,0.299417,0.79394,0.57835865,0.3061,0.8157826,0.60799617
User 14,0.48764342,0.041895565,0.003215818,0.005910471,0.33702922,0.7947162,0.54793596,0.1035,0.8365203,0.6069812
User 14,0.47155213,0.031499762,0.002064213,0.005095635,0.29092255,0.7859501,0.574729,0.1585,0.81834376,0.6182899
User 14,0.49221784,0.039886497,3.31E-04,0.002770207,0.15855461,0.7666293,0.655507,0.0411,0.75518906,0.64208996
User 14,0.53134626,0.094279826,9.59E-04,0.00394458,0.22552705,0.7437838,0.5750831,0.151,0.818095,0.6684203
User 14,0.50317526,0.113260575,3.48E-04,0.002811449,0.16091007,0.67429364,0.5471232,0.0738,0.8370521,0.73846334
User 14,0.4791202,0.039092015,5.91E-04,0.003355964,0.1919865,0.6788537,0.5260232,0.1097,0.8504702,0.73427355
User 14,0.49978226,0.04942524,1.84E-04,0.00227672,0.13035399,0.6498998,0.5455172,0.0453,0.83809966,0.7600199
User 14,0.47698405,0.053458586,4.35E-04,0.003031323,0.17346379,0.66426367,0.5250946,0.0665,0.8510439,0.7474984
User 14,0.47044092,0.05955731,3.43E-05,0.00130146,0.07455087,0.5905722,0.5288114,0.0369,0.8487394,0.80698484
User 14,0.48330864,0.055855665,0.003848031,0.006275566,0.35762966,0.82602954,0.5748845,0.1648,0.81823456,0.56362677
User 14,0.5010787,0.061584156,0.001342034,0.004413673,0.2522115,0.74358153,0.5526379,0.0634,0.83342147,0.6686453
User 14,0.47262865,0.039118543,6.71E-04,0.003501908,0.20030813,0.71530855,0.561685,0.0654,0.82735115,0.6988087
User 14,0.50291544,0.06367771,0.001106311,0.004139483,0.23661937,0.7279676,0.5464991,0.0475,0.83745974,0.6856115
User 14,0.47084925,0.0345601,8.71E-04,0.003819828,0.21842346,0.7145078,0.5455627,0.0653,0.83807003,0.69962746
User 14,0.49335694,0.05775354,0.001552573,0.004633491,0.26470053,0.7425418,0.5407915,0.0749,0.84115666,0.6697997
User 14,0.47880566,0.039108686,0.005474839,0.007062848,0.40191585,0.8516555,0.57652116,0.1119,0.8170822,0.524102
User 14,0.4960097,0.036282968,0.003297009,0.005961188,0.33989313,0.8254337,0.58867526,0.058,0.80836964,0.56449914
User 14,0.4752563,0.047934733,0.002858061,0.0056826,0.32415274,0.8341169,0.61385983,0.0665,0.78941506,0.5515877
User 14,0.4796244,0.040607333,0.004052643,0.006386326,0.36387163,0.8288279,0.57376873,0.1193,0.81901735,0.5595036
User 14,0.47554982,0.06263191,0.002280771,0.00528026,0.30138415,0.7900399,0.571504,0.0305,0.8205993,0.6130554
User 14,0.48394445,0.042118244,9.73E-04,0.003968397,0.22688292,0.73671013,0.5653189,0.0389,0.82487243,0.6762087
User 14,0.46990326,0.02853177,0.001450241,0.004529579,0.258798,0.7519567,0.55760646,0.0633,0.8301054,0.65921247
User 14,0.503718,0.042428616,0.00184204,0.004905861,0.2801607,0.7826559,0.5792727,0.0696,0.8151338,0.6224546
User 14,0.46943188,0.03918513,9.32E-04,0.003908488,0.22347224,0.72114056,0.54928416,0.0463,0.83563566,0.6927888
User 14,0.5069619,0.15090957,4.30E-04,0.003019641,0.17279695,0.6765316,0.53965724,0.0518,0.84188485,0.7364136
User 14,0.48728114,0.09951771,2.16E-04,0.00240253,0.13754615,0.66536254,0.7615065,0.0442,0.6481573,0.74652034
User 14,0.48698902,0.04316648,0.001967694,0.005015669,0.28638878,0.8420542,0.654638,0.075,0.7559425,0.53939295
User 14,0.42968822,0.10418649,7.45E-04,0.003628998,0.2075519,0.6846794,0.82038844,0.0391,0.5718066,0.72884434
User 14,0.49513978,0.07504591,6.91E-05,0.001645356,0.09423703,0.67643404,0.7427593,0.0232,0.6695586,0.7365032
User 14,0.5059503,0.06802493,1.22E-04,0.001986326,0.11374668,0.6562332,0.73767745,0.0243,0.67515326,0.75455815
User 14,0.39575377,0.0613421,2.23E-04,0.002428926,0.13905495,0.63160354,0.7330444,0.0264,0.68018085,0.7752915
User 14,0.46364737,0.04094145,1.15E-04,0.001946667,0.111478,0.6532159,0.7334338,0.0411,0.67976093,0.75717175
User 14,0.53722566,0.0532768,3.90E-04,0.002922673,0.16726121,0.6670967,0.7819335,0.039,0.6233618,0.74497116
User 14,0.39872316,0.04022148,1.97E-04,0.002329723,0.13338424,0.66631585,0.7596277,0.0242,0.6503582,0.7456696
User 14,0.53978086,0.058719043,1.45E-04,0.00210394,0.12047389,0.6313969,0.72006786,0.0285,0.6939036,0.7754598
User 14,0.4472463,0.048013113,7.65E-05,0.001699857,0.09735613,0.62311083,0.69621307,0.0295,0.7178352,0.7821336
User 14,0.46973076,0.03525572,5.13E-04,0.003200848,0.18313818,0.5463727,0.6899517,0.1976,0.72385544,0.8375421
User 14,0.46848342,0.05824847,1.29E-04,0.002019899,0.115667105,0.53040224,0.6247463,0.0803,0.78082776,0.84774613
User 14,0.4798732,0.041557323,9.59E-04,0.003944753,0.22553693,0.5017574,0.68284285,0.4097,0.7305653,0.8650084
User 14,0.47895873,0.06433327,8.62E-04,0.003809112,0.21781316,0.50631636,0.68101937,0.0875,0.7322654,0.86234784
User 14,0.4615194,0.04887546,0.001233036,0.004289853,0.2451722,0.5057895,0.7004925,0.2197,0.71365976,0.86265695
User 14,0.47675583,0.045186374,0.001196329,0.004250032,0.24290773,0.4957982,0.69055974,0.1425,0.72327536,0.86843777
User 14,0.4693079,0.053565342,0.003827613,0.006266404,0.35711312,0.49372277,0.7678024,0.2259,0.64068675,0.86961937
User 14,0.46252424,0.046294194,2.99E-05,7.84E-04,0.04488907,0.7322308,0.76205736,1.0969,0.6475095,0.68105656
User 14,0.4550333,0.0391941,2.21E-05,0.001123209,0.06434404,0.46822566,0.52408195,0.1286,0.8516679,0.88360894
User 14,0.46361172,0.048425548,0.003720945,0.006210077,0.35393724,0.48806825,0.76154023,0.1499,0.6481176,0.8728055
User 14,0.5992586,0.1419434,4.73E-05,0.001446905,0.08287784,0.55602455,0.4852889,0.056,0.8743539,0.83116585
User 14,0.43723518,0.07817343,0.001113517,0.004147267,0.23706226,0.67864364,0.48668715,0.0719,0.87357634,0.7344677
User 14,0.47908604,0.07181731,9.90E-04,0.003989981,0.22811154,0.68532985,0.50246507,0.0444,0.8645975,0.7282328
User 14,0.47263116,0.03946322,0.001670871,0.004747849,0.2711937,0.72787577,0.5168671,0.1235,0.85606563,0.68570906
User 14,0.49671337,0.064098634,8.69E-04,0.003820365,0.21845406,0.6970537,0.52472264,0.037,0.85127324,0.71701896
User 14,0.47494042,0.03075527,0.001544049,0.004624547,0.2641926,0.7258545,0.52039105,0.1193,0.853928,0.6878482
User 15,0.555647,0.16365549,4.86E-05,0.001458755,0.083556175,0.5724238,0.63887835,0.1266,0.7693078,0.8199579
User 15,0.6028997,0.22143336,0.004149021,0.006466928,0.36841172,0.8350765,0.5791977,0.0232,0.8151871,0.5501338
User 15,0.7469589,0.2705917,5.43E-04,0.003295474,0.1885364,0.7457938,0.60749954,0.0158,0.79432005,0.66617686
User 15,0.6064895,0.20044017,6.70E-04,0.003516342,0.20113096,0.5921781,0.7414514,0.0473,0.6710066,0.8058071
User 15,0.5147472,0.10780012,1.69E-04,0.002210944,0.1265931,0.7001273,0.6043087,0.06,0.79675025,0.71401805
User 15,0.59172076,0.1727928,4.98E-04,0.003169428,0.18134543,0.73640716,0.6021165,0.0633,0.7984082,0.67653865
User 15,0.6043144,0.19630969,3.90E-04,0.002921782,0.16721034,0.72515965,0.60028744,0.0643,0.79978436,0.6885808
User 15,0.59602314,0.16737866,9.88E-04,0.003989421,0.2280797,0.7719727,0.60785925,0.0497,0.7940448,0.63565564
User 15,0.5429916,0.12167834,4.07E-04,0.002965185,0.16968834,0.7358629,0.6107818,0.0485,0.79179895,0.6771305
User 15,0.62420243,0.15616696,3.35E-04,0.00277748,0.15897,0.72702837,0.6090372,0.0517,0.79314166,0.6866074
User 15,0.548746,0.1322766,1.07E-04,0.001898485,0.10872157,0.6875223,0.60462606,0.0504,0.79650944,0.72616327
User 15,0.53304625,0.14591277,2.19E-05,0.001119504,0.06413188,0.6532033,0.6033254,0.0601,0.79749507,0.7571826
User 15,0.5009582,0.08123414,3.46E-05,0.001302842,0.07463001,0.65839314,0.6004267,0.0559,0.7996798,0.7526742
User 15,0.62995094,0.13005601,1.98E-05,0.001082992,0.0620409,0.65062135,0.6022779,0.0475,0.7982865,0.7594023
User 15,0.5586598,0.14556167,2.68E-04,0.002577846,0.14756548,0.71205705,0.60097784,0.0548,0.7992657,0.7021216
User 15,0.56663114,0.12761441,2.21E-04,0.002418109,0.13843663,0.71029824,0.60627997,0.0549,0.79525125,0.7039008
User 15,0.5711707,0.13583434,2.46E-04,0.002507564,0.14354928,0.70670384,0.598122,0.0602,0.8014051,0.7075095
User 15,0.6096664,0.13227819,4.74E-04,0.003120215,0.17853718,0.72742987,0.59381634,0.0496,0.8046006,0.686182
User 15,0.5059579,0.11318186,2.15E-04,0.002398107,0.13729338,0.7020852,0.59793323,0.0559,0.8015459,0.71209294
User 15,0.527545,0.09807353,2.24E-04,0.00243032,0.13913462,0.7230999,0.62022734,0.0485,0.7844221,0.6907435
User 15,0.5244511,0.09448751,2.98E-04,0.00267266,0.15298255,0.71690094,0.6021688,0.0591,0.7983688,0.697175
User 15,0.5056835,0.08823091,2.25E-04,0.002432896,0.13928185,0.6982272,0.59198815,0.0527,0.8059467,0.7158762
User 15,0.553439,0.10899587,4.30E-04,0.00302015,0.17282604,0.72653943,0.5973801,0.0432,0.8019582,0.6871248
User 15,0.5141232,0.07844524,2.42E-04,0.002494018,0.14277516,0.70357037,0.5951985,0.0654,0.80357873,0.7106256
User 15,0.61292565,0.18985185,6.74E-04,0.003529365,0.20187335,0.56555843,0.7196707,0.0167,0.6943155,0.8247082
User 15,0.5911425,0.1277371,7.01E-04,0.003555495,0.20336278,0.6029068,0.75184405,0.0422,0.659341,0.7978116
User 15,0.6197437,0.112592876,0.001333352,0.004412074,0.25212064,0.55675566,0.74682057,0.0326,0.6650256,0.8306763
User 15,0.54869765,0.15505517,9.36E-05,0.001819183,0.10418435,0.6967322,0.7675842,0.0305,0.6409482,0.7173313
User 15,0.63308644,0.11307069,3.54E-04,0.002835065,0.16225871,0.6289075,0.74636567,0.0422,0.6655361,0.7774801
User 15,0.599784,0.115603395,4.85E-04,0.003146101,0.18001433,0.5734599,0.7110436,0.04,0.70314795,0.8192336
User 15,0.5327824,0.08242541,1.80E-04,0.002260538,0.12942877,0.6328368,0.72754097,0.0496,0.68606424,0.7742852
User 15,0.5090131,0.10408505,0.001016313,0.004024709,0.23008823,0.5664219,0.73978883,0.0559,0.6728391,0.8241154
User 15,0.4933686,0.085979275,4.66E-04,0.003101338,0.17745987,0.6171862,0.7465457,0.057,0.66533417,0.78681713
User 15,0.5513246,0.14475189,2.79E-04,0.002614783,0.14967595,0.56459635,0.68146324,0.0391,0.73185235,0.82536715
User 15,0.48915848,0.056474604,1.91E-04,0.002302895,0.13185047,0.6372518,0.73310286,0.0634,0.6801178,0.7706557
User 15,0.5273187,0.120003395,5.93E-05,0.001560761,0.08939524,0.674295,0.73754966,0.0391,0.67529285,0.7384621
